ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CYRV,medium_airport,Revelstoke Airport,1459,NA,CA,CA-BC,Revelstoke,CYRV,YRV,,"50.962245, -118.184258"
CSB2,small_airport,Sable Island Landing Strip,4,NA,CA,CA-NS,Sable Island,CSB2,YSA,CSB2,"43.930951, -59.996147"
CYSB,medium_airport,Sudbury Airport,1141,NA,CA,CA-ON,Sudbury,CYSB,YSB,,"46.625, -80.79889678955078"
CYSC,medium_airport,Sherbrooke Airport,792,NA,CA,CA-QC,Sherbrooke,CYSC,YSC,,"45.438599, -71.691399"
CYSD,heliport,Canadian Forces Base Suffield Heliport,2525,NA,CA,CA-AB,Ralston,CYSD,YSD,,"50.276359, -111.180189"
CYSE,small_airport,Squamish Airport,171,NA,CA,CA-BC,Squamish,CYSE,YSE,YSE,"49.7817001343, -123.162002563"
CYSF,medium_airport,Stony Rapids Airport,805,NA,CA,CA-SK,Stony Rapids,CYSF,YSF,,"59.250301361083984, -105.84100341796875"
CYLK,medium_airport,Lutselk'e Airport,596,NA,CA,CA-NT,Lutselk'e,CYLK,YSG,,"62.418303, -110.681998"
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,416,NA,CA,CA-ON,Smiths Falls,CYSH,YSH,,"44.945801, -75.940598"
CPS9,seaplane_base,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,580,NA,CA,CA-ON,Frying Pan Island,CPS9,YSI,CPS9,"45.173302, -80.137497"
CYSJ,medium_airport,Saint John Airport,357,NA,CA,CA-NB,Saint John,CYSJ,YSJ,,"45.31610107421875, -65.89029693603516"
CYSK,medium_airport,Sanikiluaq Airport,104,NA,CA,CA-NU,Sanikiluaq,CYSK,YSK,,"56.5377998352, -79.2466964722"
CYSL,medium_airport,Saint-Léonard Airport,793,NA,CA,CA-NB,Saint-Léonard,CYSL,YSL,,"47.157097, -67.836242"
CYSM,medium_airport,Fort Smith Airport,671,NA,CA,CA-NT,Fort Smith,CYSM,YSM,,"60.020302, -111.961998"
CZAM,medium_airport,Shuswap Regional Airport,1751,NA,CA,CA-BC,Salmon Arm,CZAM,YSN,,"50.682802, -119.228996"
CCD4,small_airport,Postville Airport,193,NA,CA,CA-NL,Postville,CCD4,YSO,CCD4,"54.9105, -59.78507"
CYSP,medium_airport,Marathon Airport,1035,NA,CA,CA-ON,Marathon,CYSP,YSP,,"48.75529861450195, -86.34439849853516"
ZYSQ,medium_airport,Songyuan Chaganhu Airport,459,AS,CN,CN-22,Qian Gorlos Mongol Autonomous County,ZYSQ,YSQ,,"44.938114, 124.550178"
CYST,medium_airport,St. Theresa Point Airport,773,NA,CA,CA-MB,St. Theresa Point,CYST,YST,,"53.84560012817383, -94.85189819335938"
CYSU,medium_airport,Summerside Airport,56,NA,CA,CA-PE,Slemon Park,CYSU,YSU,,"46.440601, -63.833599"
CA-0322,small_airport,Saglek Airport,269,NA,CA,CA-NL,Saglek,CYSV,YSV,,"58.474312, -62.653999"
CAW8,seaplane_base,Bella Bella/Shearwater Seaplane Base,0,NA,CA,CA-BC,Bella Bella,CAW8,YSX,CAW8,"52.150002, -128.08299"
CYSY,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,282,NA,CA,CA-NT,Sachs Harbour,CYSY,YSY,,"71.9938964844, -125.242996216"
CYTA,medium_airport,Pembroke Airport,529,NA,CA,CA-ON,Pembroke,CYTA,YTA,,"45.86439895629883, -77.25170135498047"
CAY4,seaplane_base,Hartley Bay Seaplane Base,0,NA,CA,CA-BC,Hartley Bay,CAY4,YTB,CAY4,"53.416698, -129.25"
CZLQ,medium_airport,Thicket Portage Airport,678,NA,CA,CA-MB,Thicket Portage,CZLQ,YTD,,"55.31890106201172, -97.70780181884766"
CYTE,medium_airport,Cape Dorset Airport,164,NA,CA,CA-NU,Kinngait,CYTE,YTE,,"64.230003, -76.526703"
CYTF,medium_airport,Alma Airport,445,NA,CA,CA-QC,Alma,CYTF,YTF,,"48.50889968869999, -71.64189910889999"
CAV5,seaplane_base,Sullivan Bay Seaplane Base,0,NA,CA,CA-BC,Sullivan Bay,CAV5,YTG,CAV5,"50.885359, -126.831069"
CYTH,medium_airport,Thompson Airport,729,NA,CA,CA-MB,Thompson,CYTH,YTH,,"55.80110168457031, -97.86419677734375"
CYTL,medium_airport,Big Trout Lake Airport,729,NA,CA,CA-ON,Big Trout Lake,CYTL,YTL,,"53.81779861450195, -89.89689636230469"
CYFJ,medium_airport,Mont-Tremblant International Airport,827,NA,CA,CA-QC,La Macaza,CYFJ,YTM,,"46.409401, -74.779999"
CAB4,seaplane_base,Tofino Harbour Seaplane Base,0,NA,CA,CA-BC,Tofino Harbour,CAB4,YTP,CAB4,"49.155, -125.91"
CYTQ,medium_airport,Tasiujaq Airport,122,NA,CA,CA-QC,Tasiujaq,CYTQ,YTQ,,"58.66780090332031, -69.95580291748047"
CYTR,medium_airport,CFB Trenton,283,NA,CA,CA-ON,Trenton,CYTR,YTR,,"44.118900299072266, -77.5280990600586"
CYTS,medium_airport,Timmins/Victor M. Power,967,NA,CA,CA-ON,Timmins,CYTS,YTS,,"48.569698333699996, -81.376701355"
CJY3,small_airport,Tisdale Airport,1525,NA,CA,CA-SK,Tisdale,CJY3,YTT,CJY3,"52.836700439453, -104.06700134277"
ZWYT,small_airport,Yutian Wanfang Airport,4731,AS,CN,CN-65,Hotan (Yutian),ZWYT,YTW,YTW,"36.8085, 81.7827"
ZSYA,medium_airport,Yangzhou Taizhou Airport,7,AS,CN,CN-32,Yangzhou,ZSYA,YTY,,"32.5634, 119.7198"
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,252,NA,CA,CA-ON,Toronto,CYTZ,YTZ,,"43.627499, -79.396202"
CN-0012,medium_airport,Yuanmou Air Base,3810,AS,CN,CN-53,Chuxiong (Yuanmou),ZPYM,YUA,,"25.737499, 101.882004"
CYUB,medium_airport,Tuktoyaktuk / James Gruben Airport,15,NA,CA,CA-NT,Tuktoyaktuk,CYUB,YUB,,"69.433296, -133.026001"
CYMU,medium_airport,Umiujaq Airport,250,NA,CA,CA-QC,Umiujaq,CYMU,YUD,,"56.53609848022461, -76.51830291748047"
YYND,small_airport,Yuendumu Airport,2205,OC,AU,AU-NT,,YYND,YUE,,"-22.254199981689453, 131.78199768066406"
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,118,NA,CA,CA-QC,Montréal,CYUL,YUL,YUL,"45.4706001282, -73.7407989502"
KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,213,NA,US,US-AZ,Yuma,KNYL,YUM,NYL,"32.656601, -114.606003"
ZYLS,medium_airport,Yushu Batang Airport,12816,AS,CN,CN-63,Yushu (Batang),ZLYS,YUS,,"32.836389, 97.036389"
CYUT,medium_airport,Naujaat Airport,80,NA,CA,CA-NU,Repulse Bay,CYUT,YUT,,"66.5214, -86.224701"
CYUX,medium_airport,Hall Beach Airport,30,NA,CA,CA-NU,Sanirajak,CYUX,YUX,,"68.7761, -81.2425"
CYUY,medium_airport,Rouyn Noranda Airport,988,NA,CA,CA-QC,Rouyn-Noranda,CYUY,YUY,,"48.20610046386719, -78.83560180664062"
CYVB,medium_airport,Bonaventure Airport,123,NA,CA,CA-QC,Bonaventure,CYVB,YVB,,"48.071098, -65.460297"
CYVC,medium_airport,La Ronge Airport,1242,NA,CA,CA-SK,La Ronge,CYVC,YVC,,"55.151401519800004, -105.262001038"
AYXE,small_airport,Yeva Airport,4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA,"-7.548, 146.188"
CYVK,medium_airport,Vernon Airport,1140,NA,CA,CA-BC,Vernon,CYVK,YVE,,"50.24810028076172, -119.33100128173828"
CYVG,small_airport,Vermilion Airport,2025,NA,CA,CA-AB,Vermilion,CYVG,YVG,YVG,"53.355800628699996, -110.823997498"
CYVM,medium_airport,Qikiqtarjuaq Airport,21,NA,CA,CA-NU,Qikiqtarjuaq,CYVM,YVM,,"67.546232, -64.031754"
CYVO,medium_airport,Val-d'Or Airport,1107,NA,CA,CA-QC,Val-d'Or,CYVO,YVO,,"48.0532989502, -77.7827987671"
CYVP,medium_airport,Kuujjuaq Airport,129,NA,CA,CA-QC,Kuujjuaq,CYVP,YVP,,"58.096099853515625, -68.4269027709961"
CYVQ,medium_airport,Norman Wells Airport,238,NA,CA,CA-NT,Norman Wells,CYVQ,YVQ,,"65.28160095214844, -126.7979965209961"
CYVR,large_airport,Vancouver International Airport,14,NA,CA,CA-BC,Vancouver,CYVR,YVR,,"49.193901062, -123.183998108"
CYVT,small_airport,Buffalo Narrows Airport,1423,NA,CA,CA-SK,Buffalo Narrows,CYVT,YVT,,"55.8418998718, -108.417999268"
CYVV,medium_airport,Wiarton Airport,729,NA,CA,CA-ON,Wiarton,CYVV,YVV,,"44.7458, -81.107201"
CYVZ,medium_airport,Deer Lake Airport,1092,NA,CA,CA-ON,Deer Lake,CYVZ,YVZ,,"52.655799865722656, -94.0614013671875"
CYWA,medium_airport,Petawawa Airport,427,NA,CA,CA-ON,Petawawa,CYWA,YWA,,"45.95220184326172, -77.31919860839844"
CYKG,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,501,NA,CA,CA-QC,Kangiqsujuaq,CYKG,YWB,,"61.5886001587, -71.929397583"
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,783,NA,CA,CA-MB,Winnipeg,CYWG,YWG,YWG,"49.909999847399995, -97.2398986816"
CYWH,seaplane_base,Victoria Harbour Seaplane Base,,NA,CA,CA-BC,Victoria,CYWH,YWH,,"48.423782, -123.37198"
CYWJ,medium_airport,Déline Airport,703,NA,CA,CA-NT,Déline,CYWJ,YWJ,,"65.211098, -123.435997"
CYWK,medium_airport,Wabush Airport,1808,NA,CA,CA-NL,Wabush,CYWK,YWK,,"52.92190170288086, -66.8644027709961"
CYWL,medium_airport,Williams Lake Airport,3085,NA,CA,CA-BC,Williams Lake,CYWL,YWL,,"52.1831016541, -122.054000854"
CCA6,small_airport,Williams Harbour Airport,70,NA,CA,CA-NL,Williams Harbour,CCA6,YWM,CCA6,"52.567377, -55.784883"
CYWP,medium_airport,Webequie Airport,685,NA,CA,CA-ON,Webequie,CYWP,YWP,,"52.9593933975, -87.3748683929"
CTM3,seaplane_base,Chute-Des-Passes/Lac Margane Seaplane Base,1310,NA,CA,CA-QC,Chutes-des-Passes,CTM3,YWQ,CTM3,"49.9434, -71.138"
CNJ8,seaplane_base,White River Seaplane Base,1380,NA,CA,CA-ON,White River,CNJ8,YWR,CNJ8,"48.6269, -85.223297"
CAE5,seaplane_base,Whistler/Green Lake Water Aerodrome,2100,NA,CA,CA-BC,Whistler,CAE5,YWS,CAE5,"50.1436004639, -122.948997498"
CYWY,medium_airport,Wrigley Airport,489,NA,CA,CA-NT,Wrigley,CYWY,YWY,,"63.20940017700195, -123.43699645996094"
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,3082,NA,CA,CA-BC,Cranbrook,CYXC,YXC,,"49.610801696777, -115.78199768066"
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,1653,NA,CA,CA-SK,Saskatoon,CYXE,YXE,,"52.170799255371094, -106.69999694824219"
CYXH,medium_airport,Medicine Hat Regional Airport,2352,NA,CA,CA-AB,Medicine Hat,CYXH,YXH,,"50.018902, -110.721001"
CYXJ,medium_airport,Fort St John Airport,2280,NA,CA,CA-BC,Fort St.John,CYXJ,YXJ,,"56.238098, -120.739998"
CYXK,medium_airport,Rimouski Airport,82,NA,CA,CA-QC,Rimouski,CYXK,YXK,,"48.47809982299805, -68.49690246582031"
CYXL,medium_airport,Sioux Lookout Airport,1258,NA,CA,CA-ON,Sioux Lookout,CYXL,YXL,,"50.11389923095703, -91.9052963256836"
CYXN,medium_airport,Whale Cove Airport,40,NA,CA,CA-NU,Whale Cove,CYXN,YXN,,"62.24000167849999, -92.59809875490001"
CYXP,medium_airport,Pangnirtung Airport,75,NA,CA,CA-NU,Pangnirtung,CYXP,YXP,,"66.1449966431, -65.71360015869999"
CYXQ,medium_airport,Beaver Creek Airport,2131,NA,CA,CA-YT,Beaver Creek,CYXQ,YXQ,,"62.410301208496094, -140.86700439453125"
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,800,NA,CA,CA-ON,Earlton,CYXR,YXR,,"47.697400654599996, -79.8473453522"
CYXS,large_airport,Prince George Airport,2267,NA,CA,CA-BC,Prince George,CYXS,YXS,,"53.884311, -122.666554"
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,713,NA,CA,CA-BC,Terrace,CYXT,YXT,,"54.468498, -128.576009"
CYXU,medium_airport,London Airport,912,NA,CA,CA-ON,London,CYXU,YXU,,"43.035599, -81.1539"
CYXX,large_airport,Abbotsford International Airport,195,NA,CA,CA-BC,Abbotsford,CYXX,YXX,,"49.025299, -122.361"
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,2317,NA,CA,CA-YT,Whitehorse,CYXY,YXY,,"60.709599, -135.067001"
CYXZ,medium_airport,Wawa Airport,942,NA,CA,CA-ON,Wawa,CYXZ,YXZ,,"47.96670150756836, -84.78669738769531"
YYA,medium_airport,Yueyang Sanhe Airport,230,AS,CN,CN-43,Yueyang (Yueyanglou),ZGYY,YYA,YYA,"29.311699, 113.281574"
CYYB,medium_airport,North Bay Jack Garland Airport,1215,NA,CA,CA-ON,North Bay,CYYB,YYB,,"46.363602, -79.422798"
CYYC,large_airport,Calgary International Airport,3557,NA,CA,CA-AB,Calgary,CYYC,YYC,,"51.113899231, -114.019996643"
CYYD,medium_airport,Smithers Airport,1712,NA,CA,CA-BC,Smithers,CYYD,YYD,,"54.82469940185547, -127.18299865722656"
CYYE,medium_airport,Fort Nelson Airport,1253,NA,CA,CA-BC,Fort Nelson,CYYE,YYE,,"58.8363990784, -122.597000122"
CYYF,medium_airport,Penticton Airport,1129,NA,CA,CA-BC,Penticton,CYYF,YYF,,"49.46310043334961, -119.60199737548828"
CYYG,medium_airport,Charlottetown Airport,160,NA,CA,CA-PE,Charlottetown,CYYG,YYG,,"46.290000915527344, -63.12110137939453"
CYYH,medium_airport,Taloyoak Airport,92,NA,CA,CA-NU,Taloyoak,CYYH,YYH,,"69.5467, -93.576698"
CYYJ,large_airport,Victoria International Airport,63,NA,CA,CA-BC,Victoria,CYYJ,YYJ,,"48.6469, -123.426003"
CYYL,medium_airport,Lynn Lake Airport,1170,NA,CA,CA-MB,Lynn Lake,CYYL,YYL,,"56.86389923095703, -101.07599639892578"
CYYM,small_airport,Cowley Airport,3876,NA,CA,CA-AB,Cowley,CYYM,YYM,YYM,"49.636398315399994, -114.09400177"
CYYN,medium_airport,Swift Current Airport,2680,NA,CA,CA-SK,Swift Current,CYYN,YYN,,"50.291900634799994, -107.691001892"
CYYQ,medium_airport,Churchill Airport,94,NA,CA,CA-MB,Churchill,CYYQ,YYQ,,"58.739200592041016, -94.06500244140625"
CYYR,medium_airport,Goose Bay Airport,160,NA,CA,CA-NL,Goose Bay,CYYR,YYR,,"53.3191986084, -60.4258003235"
CYYT,large_airport,St. John's International Airport,461,NA,CA,CA-NL,St. John's,CYYT,YYT,,"47.618599, -52.7519"
CYYU,medium_airport,Kapuskasing Airport,743,NA,CA,CA-ON,Kapuskasing,CYYU,YYU,,"49.41389846801758, -82.46749877929688"
CYYW,medium_airport,Armstrong Airport,1058,NA,CA,CA-ON,Armstrong,CYYW,YYW,,"50.29029846191406, -88.90969848632812"
CYYY,medium_airport,Mont Joli Airport,172,NA,CA,CA-QC,Mont-Joli,CYYY,YYY,,"48.60860061645508, -68.20809936523438"
CYYZ,large_airport,Toronto Lester B. Pearson International Airport,569,NA,CA,CA-ON,Toronto,CYYZ,YYZ,YYZ,"43.6772, -79.6306"
CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,2034,NA,CA,CA-BC,Cache Creek,CAZ5,YZA,CAZ5,"50.775258, -121.321314"
CYZE,medium_airport,Gore Bay Manitoulin Airport,623,NA,CA,CA-ON,Gore Bay,CYZE,YZE,,"45.8853, -82.567802"
CYZF,medium_airport,Yellowknife International Airport,675,NA,CA,CA-NT,Yellowknife,CYZF,YZF,,"62.462799, -114.440002"
CYZG,medium_airport,Salluit Airport,743,NA,CA,CA-QC,Salluit,CYZG,YZG,,"62.17940139770508, -75.66719818115234"
CYZH,medium_airport,Slave Lake Airport,1912,NA,CA,CA-AB,Slave Lake,CYZH,YZH,,"55.2930984497, -114.777000427"
CYZP,medium_airport,Sandspit Airport,21,NA,CA,CA-BC,Sandspit,CYZP,YZP,,"53.25429916379999, -131.813995361"
CYZR,medium_airport,Chris Hadfield Airport,594,NA,CA,CA-ON,Sarnia,CYZR,YZR,,"42.9994010925293, -82.30889892578125"
CYZS,medium_airport,Coral Harbour Airport,210,NA,CA,CA-NU,Coral Harbour,CYZS,YZS,,"64.1932983398, -83.3593978882"
CYZT,medium_airport,Port Hardy Airport,71,NA,CA,CA-BC,Port Hardy,CYZT,YZT,,"50.680599212646484, -127.36699676513672"
CYZU,medium_airport,Whitecourt Airport,2567,NA,CA,CA-AB,Whitecourt,CYZU,YZU,,"54.14390182495117, -115.78700256347656"
CYZV,medium_airport,Sept-Îles Airport,180,NA,CA,CA-QC,Sept-Îles,CYZV,YZV,,"50.22330093383789, -66.2656021118164"
CYZW,medium_airport,Teslin Airport,2313,NA,CA,CA-YT,Teslin,CYZW,YZW,,"60.17279815673828, -132.7429962158203"
CYZX,medium_airport,CFB Greenwood,92,NA,CA,CA-NS,Greenwood,CYZX,YZX,,"44.98440170288086, -64.91690063476562"
CN-0143,small_airport,Zhangye Ganzhou Airport,5280,AS,CN,CN-62,Zhangye (Ganzhou),ZLZY,YZY,,"38.801899, 100.675003"
CAD4,small_airport,Trail Airport,1427,NA,CA,CA-BC,Trail,CAD4,YZZ,CAD4,"49.055599, -117.609001"
CZAC,medium_airport,York Landing Airport,621,NA,CA,CA-MB,York Landing,CZAC,ZAC,,"56.08940124511719, -96.08920288085938"
LDZD,medium_airport,Zadar Airport,289,EU,HR,HR-13,Zemunik (Zadar),LDZD,ZAD,,"44.108299, 15.3467"
LDZA,large_airport,Zagreb Airport,353,EU,HR,HR-21,Zagreb,LDZA,ZAG,,"45.7429008484, 16.0687999725"
OIZH,medium_airport,Zahedan International Airport,4564,AS,IR,IR-11,Zahedan,OIZH,ZAH,,"29.47570037841797, 60.90620040893555"
OAZJ,small_airport,Zaranj Airport,1572,AS,AF,AF-NIM,Zaranj,OAZJ,ZAJ,,"30.972222, 61.865833"
SCVD,medium_airport,Pichoy Airport,59,SA,CL,CL-LR,Valdivia,SCVD,ZAL,,"-39.6500015259, -73.0860977173"
RPMZ,medium_airport,Zamboanga International Airport,33,AS,PH,PH-ZAS,Zamboanga City,RPMZ,ZAM,,"6.922420024871826, 122.05999755859375"
LFCC,medium_airport,Aérodrome de Cahors-Lalbenque,912,EU,FR,FR-OCC,Cahors/Lalbenque,LFCC,ZAO,,"44.351398, 1.47528"
DNZA,medium_airport,Zaria Airport,2170,AF,NG,NG-KD,Zaria,DNZA,ZAR,,"11.1302, 7.68581"
ZPZT,small_airport,Zhaotong Airport,,AS,CN,CN-53,Zhaotong (Zhaoyang),ZPZT,ZAT,,"27.327549, 103.75617"
LEZG,medium_airport,Zaragoza Airport,863,EU,ES,ES-AR,Zaragoza,LEZG,ZAZ,,"41.666199, -1.04155"
LKZA,small_airport,Zabreh Ostrava Airfield,791,EU,CZ,CZ-MO,Zabreh,LKZA,ZBE,,"49.928299, 18.0783"
CZBF,medium_airport,Bathurst Airport,193,NA,CA,CA-NB,South Tetagouche,CZBF,ZBF,,"47.6297, -65.738899"
YBLE,small_airport,Biloela Airport,643,OC,AU,AU-QLD,Biloela,YBLE,ZBL,,"-24.320816, 150.509627"
CZBM,medium_airport,Bromont (Roland Désourdy) Airport,375,NA,CA,CA-QC,Bromont,CZBM,ZBM,,"45.290798, -72.741402"
YBWN,small_airport,Bowen Airport,8,OC,AU,AU-QLD,Bowen,YBWN,ZBO,,"-20.017999, 148.215245"
OIZC,medium_airport,Chabahar Konarak International Airport,13,AS,IR,IR-11,Konarak,OIZC,ZBR,ZBR,"25.44319, 60.382167"
VLSB,small_airport,Sayaboury Airport,962,AS,LA,LA-XA,Sainyabuli,VLSB,ZBY,,"19.2436, 101.7093"
MMZC,medium_airport,General Leobardo C. Ruiz International Airport,7141,NA,MX,MX-ZAC,Zacatecas,MMZC,ZCL,,"22.8971004486, -102.68699646"
SCQP,medium_airport,La Araucanía Airport,333,SA,CL,CL-AR,Temuco,SCQP,ZCO,,"-38.9259, -72.6515"
ZDM,heliport,Ramallah Heliport,2858,AS,PS,PS-RBH,Ramallah,,ZDM,,"31.91123, 35.20756"
ZDY,small_airport,Delma Airport,30,AS,AE,AE-AZ,Delma Island,OMDL,ZDY,,"24.51, 52.3352"
FASC,medium_airport,Secunda Airport,5250,AF,ZA,ZA-MP,Secunda,FASC,ZEC,,"-26.52409935, 29.170099258399997"
ID-ZEG,small_airport,Senggo Airport,52,AS,ID,ID-PS,Senggo-Papua Island,WAKQ,ZEG,,"-5.6908, 139.3502"
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,141,NA,CA,CA-BC,Bella Bella,CBBC,ZEL,CBBC,"52.185001, -128.156994"
CZEM,medium_airport,Eastmain River Airport,24,NA,CA,CA-QC,Eastmain River,CZEM,ZEM,,"52.22639846801758, -78.52249908447266"
ZEN,small_airport,Zenag Airport,3200,OC,PG,PG-MPL,Zenag,AYZA,ZEN,ZEN,"-6.9522222222200005, 146.61625"
VEZO,medium_airport,Ziro Airport,5403,AS,IN,IN-AR,Ziro,VEZO,ZER,,"27.588301, 93.828102"
CZFA,medium_airport,Faro Airport,2351,NA,CA,CA-YT,Faro,CZFA,ZFA,,"62.20750045776367, -133.37600708007812"
CZFD,medium_airport,Fond-Du-Lac Airport,814,NA,CA,CA-SK,Fond-Du-Lac,CZFD,ZFD,,"59.33440017700195, -107.18199920654297"
CN-0359,small_airport,Zhaosu Tianma Airport,,AS,CN,CN-65,Zhaosu,ZWZS,ZFL,,"43.1075, 81.160556"
CZFM,medium_airport,Fort Mcpherson Airport,116,NA,CA,CA-NT,Fort Mcpherson,CZFM,ZFM,,"67.40750122070312, -134.86099243164062"
CZFN,medium_airport,Tulita Airport,332,NA,CA,CA-NT,Tulita,CZFN,ZFN,,"64.909697, -125.572998"
SSUO,heliport,Unifly Heliport,2641,SA,BR,BR-SP,Arujá,SSUO,ZFU,,"-23.4086112976, -46.330554962200004"
CEB5,small_airport,Fairview Airport,2166,NA,CA,CA-AB,Fairview,CEB5,ZFW,CEB5,"56.081401825, -118.434997559"
CZGF,medium_airport,Grand Forks Airport,1720,NA,CA,CA-BC,Grand Forks,CZGF,ZGF,,"49.015598, -118.431"
CZGI,medium_airport,Gods River Airport,627,NA,CA,CA-MB,Gods River,CZGI,ZGI,,"54.839698791503906, -94.07859802246094"
YSGW,small_airport,South Galway Airport,116,OC,AU,AU-QLD,,YSGW,ZGL,,"-25.683300018310547, 142.10800170898438"
FLNA,small_airport,Ngoma Airport,3400,AF,ZM,ZM-07,Ngoma,FLNA,ZGM,,"-15.9658, 25.9333"
CZGR,medium_airport,Little Grand Rapids Airport,1005,NA,CA,CA-MB,Little Grand Rapids,CZGR,ZGR,,"52.04560089111328, -95.4657974243164"
CTT5,small_airport,La Romaine Airport,90,NA,CA,CA-QC,La Romaine,CTT5,ZGS,CTT5,"50.259701, -60.679401"
NVSQ,medium_airport,Gaua Island Airport,100,OC,VU,VU-TOB,Gaua Island,NVSQ,ZGU,,"-14.218099594099998, 167.587005615"
CN-0353,medium_airport,Zhanjiang Wuchuan Airport,,AS,CN,CN-44,Zhanjiang,ZGZJ,ZHA,,"21.481667, 110.590278"
ZHZH,medium_airport,Herschel Island Field,19,NA,CA,CA-YT,Herschel Island (Yukon Territory),ZHZH,ZHH,YK77,"69.548229, -139.091608"
VGSH,small_airport,Shamshernagar Airport,56,AS,BD,BD-6,Shamshernagar,VGSH,ZHM,,"24.398333, 91.916944"
CZHP,small_airport,High Prairie Airport,1974,NA,CA,CA-AB,High Prairie,CZHP,ZHP,,"55.3936004639, -116.474998474"
ZLZW,medium_airport,Zhongwei Shapotou Airport,8202,AS,CN,CN-64,Zhongwei (Shapotou),ZLZW,ZHY,,"37.573125, 105.154454"
UUBW,large_airport,Zhukovsky International Airport,377,EU,RU,RU-MOS,Moscow,UUBW,ZIA,,"55.553299, 38.150002"
SCTO,medium_airport,Victoria Airport,1148,SA,CL,CL-AR,Victoria,SCTO,ZIC,,"-38.245601654052734, -72.34860229492188"
GOGG,medium_airport,Ziguinchor Airport,75,AF,SN,SN-ZG,Ziguinchor,GOGG,ZIG,,"12.5556, -16.281799"
MMZH,medium_airport,Ixtapa Zihuatanejo International Airport,26,NA,MX,MX-GRO,Ixtapa,MMZH,ZIH,,"17.601601, -101.460999"
HLZN,small_airport,Alzintan Airport,2080,AF,LY,LY-JG,Zintan,HLZN,ZIS,,"31.774878, 12.25006"
UWKV,medium_airport,Zhigansk Airport,292,AS,RU,RU-SA,Zhigansk,UEVV,ZIX,,"66.7965011597, 123.361000061"
ZIZ,heliport,Zamzama Heliport,128,AS,PK,PK-SD,Zamzama Gas Field,,ZIZ,,"26.710944444400003, 67.66725"
CZJG,medium_airport,Jenpeg Airport,729,NA,CA,CA-MB,Jenpeg,CZJG,ZJG,,"54.51890182495117, -98.04609680175781"
CZJN,medium_airport,Swan River Airport,1100,NA,CA,CA-MB,Swan River,CZJN,ZJN,,"52.120602, -101.236"
FLKY,small_airport,Kasaba Bay Airport,2780,AF,ZM,ZM-05,Kasaba Bay,FLKY,ZKB,,"-8.524999618530273, 30.663000106811523"
CZKE,medium_airport,Kashechewan Airport,35,NA,CA,CA-ON,Kashechewan,CZKE,ZKE,,"52.282501220703125, -81.67780303955078"
CTK6,small_airport,Kegaska Airport,32,NA,CA,CA-QC,Kegaska,CTK6,ZKG,CTK6,"50.1958007812, -61.265800476100004"
CN-0051,small_airport,Zigong Fengming Airport,1133,AS,CN,CN-51,Zigong (Gongjing),,ZKL,,"29.376484, 104.625789"
UESU,medium_airport,Zyryanka Airport,140,AS,RU,RU-SA,Zyryanka,UESU,ZKP,,"65.7485, 150.8889"
MMZO,medium_airport,Playa De Oro International Airport,30,NA,MX,MX-COL,Manzanillo,MMZO,ZLO,,"19.1448, -104.558998"
SCLN,small_airport,Municipal de Linares Airport,591,SA,CL,CL-ML,Linares,SCLN,ZLR,,"-35.861698150634766, -71.54859924316406"
CTU5,small_airport,La Tabatière Airport,102,NA,CA,CA-QC,La Tabatière,CTU5,ZLT,CTU5,"50.8307991027832, -58.97560119628906"
HSZA,small_airport,Zalingei Airport,2953,AF,SD,SD-12,Zalingei,HSZA,ZLX,,"12.9437, 23.5631"
ZMD,small_airport,Sena Madureira Airport,540,SA,BR,BR-AC,Sena Madureira,,ZMD,,"-9.116, -68.6108"
CZML,small_airport,South Cariboo Region / 108 Mile Airport,3126,NA,CA,CA-BC,108 Mile,CZML,ZMH,,"51.736099243199995, -121.333000183"
MMZM,small_airport,Zamora Airport,5141,NA,MX,MX-MIC,,MMZM,ZMM,ZAM,"20.045, -102.276001"
CZMT,medium_airport,Masset Airport,25,NA,CA,CA-BC,Masset,CZMT,ZMT,,"54.02750015258789, -132.125"
CAC8,seaplane_base,Nanaimo Harbour Water Airport,,NA,CA,CA-BC,Nanaimo,CAC8,ZNA,CAC8,"49.169813, -123.933845"
ZNC,small_airport,Nyac Airport,460,NA,US,US-AK,Nyac,ZNC,ZNC,ZNC,"60.9807014465, -159.994003296"
